name,screen_name,followers_count,friends_count,post_count,lang,location,default_profile_image,profile_use_background_image,verified,description,created_at,label,has_location,location_clean,is_real_location
Alessandra,Alessandqa_Ciao,24.0,729.0,1447.0,en,"Ashland, Oregon",False,True,False,"God is Good##                                                      I  be a famous Writer of book (Novel, Book,etc)",05-02-2015 18:55,1,1,"ashland, oregon",True
Robert,JTE_LovinLyf_e,20.0,485.0,18.0,en,Minnesota,False,True,False,"I am in the military, outgoing,  and  like to laugh. I love watch WWE and TNA Wrestling, Gospel Music and all other music except jazz",06-08-2013 04:35,1,1,minnesota,True
Arsh☬,igod69pee,40.0,155.0,775.0,en,Southern California USA,False,True,False,"sawa lakh  ek  laraun, tabe Gobind Singh naam kahaun. #LilLulliGang",17-07-2014 23:55,1,1,southern california usa,True
IIT Resource Center,iiartc,49.0,1378.0,235.0,en,North Carolina,False,True,False,IIT Resource Center provides free tutoring  for all current IIT students. You can use http://iit./arc/tutortrac  to make an appointment online.,09-04-2014 02:48,1,1,north carolina,True
banksy,communicacu,15.0,953.0,30.0,en,SYDNEY,False,True,False,Tools for Engineers to sell more - From Powerpoints to Sales Coaching -,26-04-2015 04:55,1,1,sydney,True
Imre Salusinszky,WilliamMasliu,24.0,1094.0,66.0,en,australia,False,True,False,"Achiever in business, local government, politics and the public sector.",26-04-2015 04:48,1,1,australia,True
Simon Groth,BlueQuollDc,16.0,1079.0,62.0,en,australia,False,True,False,"BlueQuoll wants to revolutionize storytelling on iPad and iPhone. We put amazing digital storybooks, you put your kids, that's our simple recipe for success.",25-04-2015 16:03,1,1,australia,True
supermueller39,supermuell3r9e,14.0,557.0,14.0,en,new york,False,True,False,There is a good way to watch TV on your PC -  my  website!!,21-06-2015 02:38,1,1,new york,True
Bat House Design,BatHouseDesgin,20.0,1527.0,117.0,en,Illinois,False,True,False,"Bat House Design was  created for those
who  to wear more than Shirts.",22-05-2014 09:54,1,1,illinois,True
Ryan,ryansexsu,9.0,597.0,772.0,en,Washington,False,True,False,"Musician,   fan, gamer",07-06-2014 21:53,1,1,washington,True
romancameloa,romancamelao,43.0,883.0,1544.0,en,Indiana,False,True,False,Usuario no entregó descripción de perfil,10-06-2015 14:11,1,1,indiana,True
Brayzure,Brazreyu,8.0,508.0,53.0,en,Virginia,False,True,False,"Weeeee,  I like my .",02-04-2014 21:55,1,1,virginia,True
K2,Sauce_Bionmo,39.0,145.0,35.0,en,Pennsylvania,False,True,False,The Official account of Kharis(KT)Toombs! Central Football League Player. Wide  Receiver  the Oklahoma Elite #2 #SauceTeam™,31-01-2015 20:39,1,1,pennsylvania,True
Mike,Katlynuu8,19.0,595.0,14.0,en,Missouri,False,True,False,"Dean/Chaplin School of Hospitality & Tourism Management @ Florida International  University, professional speaker for the hospitality industry - Fan  cycling",13-06-2015 11:19,1,1,missouri,True
E.,lonerEemeil,29.0,533.0,1465.0,en,North Carolina,False,True,False,"I'm / American. Blogger (: Music. EDM trends, get it  here. Kik: glowflies",19-02-2014 19:20,1,1,north carolina,True
Jerry Pritchett,PritchettPowre,16.0,510.0,36.0,en,"Lufkin, Texas / Austin, Texas",False,False,False,"Offcial Twitter page of Jerry  Pritchett a World's Strongest Man Competitor and !

Sponsored Athlete by...
Anderson Powerlifting
SBD 
ALR Nutrition",28-02-2016 08:37,1,1,"lufkin, texas  austin, texas",True
Coast Coins,Coastconi,56.0,1225.0,1311.0,en,Massachusetts,False,True,False,to Coast Coins is one of America's largest and most respected rare  coin companies.,19-03-2014 12:26,1,1,massachusetts,True
Robert,vorte010x,12.0,813.0,15.0,en,Delaware,False,True,False,Meteorologist in the Atlanta area.  also create  websites as a side business.,02-07-2015 20:28,1,1,delaware,True
Jack,jackunzkecir,18.0,648.0,892.0,en,"Tampa Bay, Florida",False,True,False,"Bassist, educator, and",22-05-2014 22:42,1,1,"tampa bay, florida",True
Sowards,Chanaoo_,22.0,760.0,1479.0,en,Alabama,False,True,False,A leading distributor of grounding supplies that partners with dedicated industry  leading  and delivers the best customer experience possible.,11-06-2015 16:01,1,1,alabama,True
tara seymour,tarasvymour,9.0,853.0,28.0,en,sydney,False,True,False,"B Manager Kylie Kwong | Billy Kwong | Digi & Comms Strategist. Eater, reader, dancer, traveller, stones groupie & wannabe yogi.",25-04-2015 20:11,1,1,sydney,True
Perry S. Clegg,pereyclegg,48.0,1265.0,298.0,en,Colorado,False,True,False,"Attorney and Shareholder  at , P.C., Founder at http://t.co/4K2lqZtxmE",02-01-2014 22:55,1,1,colorado,True
Denise,allymsas7i,18.0,579.0,2062.0,en,"Washington, DC",False,True,False,"Model, writer, musician. Hope soon  .",02-05-2014 00:13,1,1,"washington, dc",True
amol rajan,JanMcGiynit,14.0,1082.0,30.0,en,London,False,True,False,Consultant in   to clubs and coaches,23-04-2015 23:22,1,1,london,True
Jonction,m20zdo,11.0,572.0,515.0,en,Southern New Jersey,False,True,False,"Amateur videographer/editor. Guitarist, bassist, vocal impressionist.  Star Wars fan and apparently a  Nexus.",27-07-2013 07:26,1,1,southern new jersey,True
Maria E.,FlHomespeciials,54.0,939.0,2019.0,en,"Culver, Oregon",False,True,False,"Your Real Estate Consultant covering  Ft. Lauderdale, Tamarac, Coral Springs, Parkland, Boca Raton, Delray Beach,  Boynton Beach and the surrounding areas,",30-08-2015 08:01,1,1,"culver, oregon",True
Nestor,ROqMTA,19.0,890.0,1024.0,en,New Jersey,False,True,False,"Business Development with emphasis in  of  Technology.  

Let us help you Grow your Business!",17-06-2015 07:48,1,1,new jersey,True
Ted,M0Zpalatnikova,11.0,519.0,14.0,en,"San Antonio, Texas",False,True,False,"Ag Biotech Entomologist during the  day, collector of beetles  the weekend, cyclist whenever I can manage. Opinions are mine and mine alone.",03-06-2015 03:41,1,1,"san antonio, texas",True
Chris Maguire,Cmaguiremiucs,30.0,1460.0,78.0,en,australia,False,True,False,", teacher, Music  Cavern manager",25-08-2014 06:51,1,1,australia,True
Redmond,RedmondBurDMke,19.0,888.0,314.0,en,Illinois,False,True,False,"Dr. Redmond P. Burke is a  heart surgeon, software developer, inventor, author, and  father.",25-07-2015 06:09,1,1,illinois,True
Erin Williams,UnitedLaborCUu,48.0,1933.0,503.0,en,new york,False,True,False,"Credit Union  & CM-O.  Labor Union Advocate. Loving partner, artist & Grrrtie's mom.  seeker and consumer of fine food & wine. Organic  urban farmer.",02-09-2013 11:22,1,1,new york,True
Jose F,5LSourcerre,29.0,662.0,1011.0,en,"Pleasant Grove, Utah",False,True,False,"Senior IT Executive, Entrepreneur, Top 100 Most  Hispanic  in IT, Wine Enthusiast, and Hispanic advocate.",23-05-2015 21:42,1,1,"pleasant grove, utah",True
John,JohnMetalSprehe,54.0,1069.0,1467.0,en,Utah,False,True,False,I  am a .,28-06-2015 04:36,1,1,utah,True
Capisce,Capscie,51.0,1312.0,965.0,en,Spring Texas,False,True,False,Creative   + Brand,11-04-2015 02:22,1,1,spring texas,True
Chris Gray,gdcallas,93.0,1536.0,830.0,en,New Hampshire,False,True,False,"Real  Agent, Texas Tech Grad, Born and Raised  in Big D, Love North Carolina, Enjoy Family and Friends, Dallas Cowboy Fan",03-06-2014 05:14,1,1,new hampshire,True
Chris,Chrisregilabm,3.0,645.0,0.0,en,Canada,False,True,False,"Sales Representative, Kevin Flaherty Home Selling System -             Realty Ltd",05-06-2015 18:00,1,1,canada,True
Mad,FunKnittedtsaH,6.0,413.0,0.0,en,new york,False,True,False,"Supplier of hand knitted novelty hats worldwide. Visit my website,  contact me on here. Slightly mad,  when not knitting  I watch F1",09-07-2015 13:15,1,1,new york,True
Peter Klinger,peterkoinger,20.0,973.0,30.0,en,australia,False,True,False,Business Editor at The West Australian. Loves nothing more than reading a press release about drilling results. peter.klinger@wanews.com.au,24-04-2015 21:45,1,1,australia,True
Rachel,TheWildBatrasi,13.0,633.0,287.0,en,Washington DC,False,True,False,Musician. Barista. . Animal Activist. Tree Hugger. Life Lover. Off The Market! ;)    **ZEITGEIST**,10-02-2014 04:59,1,1,washington dc,True
Kate,katehs888u,15.0,785.0,17.0,en,Palatine Illinois,False,True,False,"Service Rep., Web Developer  and Economist. Working from home Mom. Contact me at https://t.co/w0RHe1M0WB",24-06-2014 20:10,1,1,palatine illinois,True
for love of foxes,Morgata369,18.0,755.0,38.0,en,australia,False,True,False,"Animal activist,writer,photographer,nurse (retired).",24-04-2015 11:39,1,1,australia,True
Afroza,afroza_arfni,18.0,729.0,744.0,en,"Salt Lake City, Utah, US",False,True,False,"Digitale Native with Heart and Soul -  about Online Marketing, SEO, Social Media and all topics related to  the Web 2.0",12-06-2015 07:04,1,1,"salt lake city, utah, us",True
MaximilianoHernandez,maxitois4lare,11.0,788.0,277.0,en-gb,South Carolina,False,True,False,"Father, Actor, Agent of ?.?.?.?.?.?, Crew  of the USS Nathan James, Chief of Police of San Vicente and pretty much the most interesting man in  the world.",21-07-2014 17:58,1,1,south carolina,True
ak❃,amanduhh2106,38.0,578.0,27.0,en,Oklahoma,False,False,False,Official graduate of NCHS. On to better things at Marshall University. Blessed  with Sarah. # #oneoftheherd ⚢,01-03-2016 08:54,1,1,oklahoma,True
Chris,GCSkyrawn,46.0,824.0,2459.0,en,"Fort Worth, Texas",False,True,False,"Husband, Dad, Elite Spotter Certified. Founder of Greene County Skywarn. Fighting Parkinson's Disease one day at  a time!  Chasing my  storm.",27-06-2015 09:17,1,1,"fort worth, texas",True
Arlington,PAlanGropu,30.0,1145.0,844.0,en,"Scottsdale, Arizona",False,True,False,"NY, NJ Insurance, Estate &  Planning Solutions - Wealth Creation, Accumulation & Protection - Individuals & Small  Business -Solutions Right On Target!",05-06-2014 08:23,1,1,"scottsdale, arizona",True
Arnaz,Voidsol_Wf,26.0,621.0,21.0,en,"Monterey Park, California",False,True,False,"musician, dancer, actor, and song writer. hella easy to get  with. 
Check out my music.
https://t.co/tStbrOwLDv",16-12-2013 23:21,1,1,"monterey park, california",True
Bboogie,Rupos13,38.0,651.0,2636.0,en,"Florida, USA",False,True,False,"I am 35,  married to my  wife, have 3 daughters and guitarist. New project with Steve Sabatino and former Mug Shot Militia members Johnny R & Mike Tuska",26-05-2014 20:02,1,1,"florida, usa",True
Cynthia,bfm411v,20.0,525.0,31.0,en,"Kauai, Hawaii",False,True,False,Cynthia Zamora Science Major at Cabrillo . I play guitar and sing and looking for  musicians,20-10-2013 09:42,1,1,"kauai, hawaii",True
TurnDownForButts,Couretztr,8.0,414.0,72.0,en,New Jersey,False,True,False,Musician Wanna Be &  Future Cat .,13-02-2014 21:26,1,1,new jersey,True
B,theedeukge,37.0,419.0,1660.0,en,"Charlotte, North Carolina",False,True,False,"Geek, Educator, Instructional Technologist, Singer/Guitarist for Einstein's Monkey.  Runner.  Views are my own,  not those of my  employer.",31-01-2014 21:52,1,1,"charlotte, north carolina",True
LivingHoundMarketing,LivingHndou,17.0,847.0,36.0,en,Somewhere In Kentucky,False,True,False,The  profile for Living Hound  Marketing for online and offline publicity.,21-04-2014 15:37,1,1,somewhere in kentucky,False
Greg,thatsnoeggr,18.0,942.0,32.0,en,International/London,False,True,False,"I'm Greg. 24. . Mr Manager for @grimmfest & @RADscreenings. My diet consists of all  things Quality TV, Cinema, Herbal Tea, Rad Music & Good Times.",20-06-2015 16:15,1,1,internationallondon,False
John Von,AJohnLikeYou,8.0,263.0,61.0,en,",Medford,Oregon",False,True,False,"Guitarist for A Crowd Like You,  caffiene addict, cat , unstable mind behind The . Instagram: @AJohnLikeYou  https://t.co/GoZuwscyy3",25-05-2014 04:55,1,1,",medford,oregon",True
Emmanuel Muhammad,EMAN_JS7U1,26.0,168.0,33.0,en,Maryland,False,False,False,Former  JSU Football Player. #,27-02-2016 21:39,1,1,maryland,True
kell,KellJeremyf,39.0,1981.0,766.0,en,Virginia,False,True,False,kell  jeremy  er  de alegria .....,19-01-2014 18:50,1,1,virginia,True
Bryan,bryanducnlive,25.0,554.0,31.0,en,"Washington, DC",False,True,False,"Guitarist, writer, arranger, producer of  the album Elevator  on itunes",13-12-2013 10:44,1,1,"washington, dc",True
Ailsa,britgal583,17.0,666.0,839.0,en,new york,False,True,False,"Gluten Free, and healthy-eating fan. Social Media and business start-up strategist.  Entrepreneurial  focus:   program, The 28 Day Challenge.",09-07-2015 17:14,1,1,new york,True
iCoach,oCoach_sports,21.0,1106.0,64.0,en,australia,False,True,False,"The digital destination for all the latest sports scores, coaching news, tips and techniques to help aspiring coaches and athletes reach their potential.",25-04-2015 12:41,1,1,australia,True
Giesele Bohn,iGeseel,64.0,1302.0,1434.0,en,Connecticut,False,True,False,"Real , Entrepreneur, etc., etc..connecting the world one person at  a time...",24-03-2014 14:03,1,1,connecticut,True
Blake Sports Group,BlakeSpsotr,47.0,551.0,488.0,en,Alabama,False,False,False,Solutions   Sports,05-03-2016 12:23,1,1,alabama,True
aliboodear,aliboordea,19.0,720.0,1849.0,en,North Carolina,False,True,False,"I am interested in business. am selling toys,china cups,household products,duvet cover,electronics and  so on.",23-08-2014 00:56,1,1,north carolina,True
Chase,Stcdao,12.0,559.0,59.0,en,Indiana,False,True,False,Egalitarian. .  Optimist. Pianist.,02-04-2014 00:39,1,1,indiana,True
Rebecca Dias (),RDsginS,23.0,664.0,1014.0,en,new york,False,True,False,"Xian, jazz singer, geek, artist, feminist, vegetarian, pacifist, 27 & single.  for Christ my Lord under His New Covenant. Someday I'll live in  Scotland.",30-01-2014 23:01,1,1,new york,True
CellarHand,girebrand73,20.0,978.0,26.0,en,Melbourne,False,True,False,"Director of Melbourne based wine company, Firebrand Wine.Looking for a less dry bio",25-04-2015 20:03,1,1,melbourne,True
Victor,GoodNovrebme,10.0,642.0,284.0,en,"Homestead, Florida",False,True,False,"Male,  Human, Earthling, American, Georgian, , Artist, Designer, Composer, Sculptor, Painter, Friend, Brother, Son.",25-01-2014 13:52,1,1,"homestead, florida",True
Peggy,peggytsgi,15.0,800.0,20.0,en,Oklahoma,False,True,False,Riding on the edge of time to serve your REAL ESTATE needs. REALTOR serving Southcentral PA/Mid  region. Designations: ABR CRS GRI LTG  SRES e-Pro,12-06-2015 22:08,1,1,oklahoma,True
Angela,AngelsREITema,64.0,1022.0,2757.0,en,Florida,False,True,False,"Real Estate market 20+ years.   Creative Solutions for helping people.Leaseoptions, Contract for Deeds,",25-06-2015 09:41,1,1,florida,True
The 78,the78projetc,32.0,742.0,2583.0,en,"Babson Park, Florida",False,True,False,"Each musician takes one mic, one 1930's PRESTO direct-to-disc recorder, and one blank lacquer disk anywhere  they choose to make a record that  time.",23-12-2013 17:58,1,1,"babson park, florida",True
John,jbhaorvy,10.0,626.0,309.0,en,Michigan,False,True,False,"Fiscal conservative. American  patriot. CPA. Follow Nebraska-Omaha Mavs, Nebraska Cornhuskers, LA Dodgers  Bayern Munich FC. Don't Tread on Me!",28-01-2015 17:13,1,1,michigan,True
COBIS,HalcyonScloho,23.0,1102.0,62.0,en,Ipswich UK,False,True,False,"Opened  September 2013, Halcyon is the only  not-for-profit, co-educational, exclusively International Baccalaureate (IB) school in central London.",24-04-2015 14:33,1,1,ipswich uk,True
"Brandon Perry, CFA",wtistedmarkest,29.0,1348.0,1364.0,en,"Austin, Texas",False,True,False,"Portfolio Manager, Ex-hedgie. Follower of Christ, Avid Fisherman, Texan. CFP(r), CFA, ChFC. Not advice, just opinion. @  contributor",16-03-2014 05:17,1,1,"austin, texas",True
Deepika,nivincibelle,15.0,1035.0,558.0,en,,False,True,False,"Business Development, marketing, branding,  entrepreneur, author, blogger, social media expert and an active",15-05-2015 21:45,1,0,,
Chuck Daly,ChuckDlay,41.0,483.0,981.0,en,"Washington, DC",False,False,False,Film & TV maker. Writer. Occasional  journalist. Coffee drinker. Music listener. Boston sports fan. Constant  rewriter. #Hillary2016,10-03-2016 23:00,1,1,"washington, dc",True
Doc4,mgpasgubrx,25.0,609.0,1391.0,en,new york,False,True,False,"Doc4 is a design studio located in Northwest Arkansas. Our  is on clean, Mobile Responsive Web Design  and Mobile Applications.",26-06-2015 10:03,1,1,new york,True
Copo Cafe & Diner,copocarediner,19.0,1019.0,52.0,en,australia,False,True,False,Experienced cafe manager Danny Acioli created a friendly cafe environment with fresh food and specialty coffee.,25-04-2015 18:16,1,1,australia,True
Laquanda Merrell,UdryIj,5.0,1457.0,82.0,en-gb,"Kirkland, AZ, US",False,True,False,But my story isn't finish  here. It begins // my head is a writer // dreamer  reality,06-08-2014 14:22,1,1,"kirkland, az, us",True
Greenlight,GreenligktInc,144.0,1015.0,3746.0,en,new york,False,True,False,"Environmentally responsible, socially just, & addicted to running. We're an athletic apparel company on a mission to shake things up. We also  like .",30-07-2015 01:31,1,1,new york,True
Danielle Voss,DanVohs,14.0,970.0,27.0,en,Sydney,False,True,False,"Works in digital media. Loves pop culture, books, beer, film, friends, my cat, being cheeky, vinyl, vintage kitsch, tea & toast. Says 'ace!' alot...",25-04-2015 11:07,1,1,sydney,True
Ken,BishusciM,25.0,587.0,1031.0,en,new york,False,True,False,"Security Specialist & /Musician, currently  performing with 13th Hour in Grand Rapids, MI.",23-03-2014 04:03,1,1,new york,True
Shaun,ShaunGiega,27.0,625.0,23.0,en,"Shirley, Solihull, UK",False,True,False,love #growyourown. @bigallotment contestant 2014. #HR professional #gardening crazy.  @bbcradiomanc  expert. Live life and do what you enjoy!,17-06-2015 09:21,1,1,"shirley, solihull, uk",True
Claudel Louis,Claudel_Lousi,29.0,1121.0,467.0,en,Idaho,False,True,False,#entrepreneur #collegestudent @FAUHonors @flaatlanticu #employee @homedepot @AIL_NILICO @YosRestaurant  #father of 2 #lover  1!,25-03-2014 15:18,1,1,idaho,True
21M✘B'N,yupn_q,58.0,601.0,1154.0,en,Hawaii,False,False,False,"•505 •from 901,TN -
•follow me 
•i follow back 
•football #5 • and field 
#Barber is  life.",17-05-2014 22:14,1,1,hawaii,True
Edwin,EdwinVazqusezum,21.0,644.0,25.0,en,new york,False,True,False,"Edwin is  singer, composer, songwriter, guitarist, Artist, Vocal Mouth brass percussionist and Actor. Faith CD on iTunes & coming soon new  album Spanglish.",06-06-2014 23:39,1,1,new york,True
RGI,euyuzqmnoc,12.0,783.0,286.0,en,"Austin, Texas",False,True,False,special event experts and public relations pros creating platforms for  domination one  client at a time.,27-06-2015 05:58,1,1,"austin, texas",True
Geneseo Athletics,athleticsSGH,36.0,496.0,352.0,en,"Washington, DC - based",False,False,False,Tweeting  Geneseo High  Athletics,01-03-2016 15:10,1,1,"washington, dc  based",False
al,indieceeak,5.0,653.0,0.0,en,"Toronto, Canada",False,True,False,"Digital Photography  Imaging Graduate. 
Never give  up hope.",16-06-2015 09:16,1,1,"toronto, canada",True
Keiji Durdy,xidafecujiig,143.0,1295.0,1103.0,en,Massachusetts,False,True,False,"Get out of any cell phone contract early  Penalty! Celltrade, America's online cellular  exchange place.",25-03-2014 07:26,1,1,massachusetts,True
Hunter Stinson,hstinon6s,19.0,538.0,678.0,en,"Los Angeles, California",False,False,False,Katy football #6 Follow  on IG:  hunterstinson State/National Champs 2015!,25-02-2016 11:06,1,1,"los angeles, california",True
RPM Top Hits U.S.A.,TopHitUsAS,60.0,1073.0,164.0,en,"Ontario, Canada",False,True,False,Hits U.S.A. is a music and music video hit service for Radio &  Professional/Club DJ's.,30-07-2014 14:25,1,1,"ontario, canada",True
Walter Guevara P.,walterguevarpap,80.0,1866.0,592.0,en,North Carolina,False,True,False,"=W= Y  alegria, alegria a mi corazón...=W= .. hincha de Wilstermann, River Plate y  F.C. Barcelona.",07-03-2014 18:38,1,1,north carolina,True
Fort Worth,FtWorthScecor,21.0,579.0,32.0,en,"Hanover, New Hampshire U.S.A",False,True,False,The official Twitter account of Fort Worth Vaqueros FC of  NPSL.  Fort Worth's semi professional soccer team founded in 2013. #WeAreFortWorth,12-02-2015 16:48,1,1,"hanover, new hampshire usa",True
Fritz Uso,UsoMataauti,11.0,414.0,61.0,en,Michigan,False,True,False,Full time musician and  a  Daddy!,26-10-2013 14:15,1,1,michigan,True
Clinton Fitch,STAllianceuGy,83.0,1095.0,2379.0,en,Oklahoma,False,True,False,"Clinton Fitch,  Alliances Manager for ShoreTel -  opinions my own...",12-04-2015 10:20,1,1,oklahoma,True
Amber,nukestratu,103.0,1521.0,1348.0,en,,False,True,False,Usuario no entregó descripción de perfil,16-05-2014 13:59,1,0,,
Rabia,aRbipr,26.0,837.0,53.0,en,Ketchikan Alaska,False,True,False,"Founder  of The Goddess Group . @thegoddessgrp, Entrepreneur, Personal Potential Coach, President & CEO the eqXchange.",09-07-2015 06:05,1,1,ketchikan alaska,True
Andrew,theeelcd,19.0,673.0,638.0,en,"Stillwater, Oklahoma",False,True,False,"Former Intern Nervous Cleedus on the Rick & Bubba . Board Op/On Air  DJ at 104.7 WZZK. Blazers, Barons, Preds, Titans. Musician. Professional Rodeo Clown.",18-05-2014 22:53,1,1,"stillwater, oklahoma",True
WTOP,WTOPStrsop,20.0,510.0,36.0,en,Indiana,False,True,False,Get the latest sports  scores and news  WTOP 103.5 FM,24-01-2015 20:28,1,1,indiana,True
thatbourgeoisgirl,ohbourgeoiirgls,25.0,488.0,20.0,en,Iowa,False,True,False,"musician,  , indie  promoter, diy enthusiast,                          + professional smiler.",15-07-2014 19:08,1,1,iowa,True
Parker Gregory Fan,ParkerGreagnF,18.0,193.0,25.0,en,Oregon,False,False,False,"Fanpage for American top  Parker Gregory | @ParkerGregory | @Wilhelmina (NY), NTA  (LA), @SelectModelMgmt (UK), @KultModels (GER). [Admin @JohnSant87]",26-02-2016 19:26,1,1,oregon,True
Michelle,CustAutpoiryt,32.0,906.0,64.0,en,"Bay Area, California",False,True,False,Ex-Corporate Slave.   Freelance Copywriter. Consultant. Former Roller Derby Queen. Expert on  Service Excellence.,02-05-2015 17:20,1,1,"bay area, california",True
Victoria,VictoriaHighyel,17.0,927.0,18.0,en,LA - PARIS - UK,False,True,False,changing  lives  1990 :),20-06-2015 13:50,1,1,la  paris  uk,False
Christine,bajanalpaglah,22.0,737.0,18.0,en,Missouri,False,True,False,#JesusFreak #Drummer #PurityOverLust  #Aerospace #,20-01-2014 19:27,1,1,missouri,True
Kristina Meister,kristinameihter,133.0,1412.0,797.0,en,"Houston, Texas",False,True,False,"Author of horror/scifi,  editor, geek, cos-player, creative cusser, & ambulathanataphobic (fear of ). No big. I cope. The sword helps.",11-04-2015 02:31,1,1,"houston, texas",True
Kd Babikir,Ks__Babikir,16.0,1068.0,24.0,en,australia,False,True,False,"Global!! Artist, Filmmaker, Director, Editor, DJ, Producer, I do it all!___DJ Sessions___ http://t.co/Cst0eVUAoj  ___Videos___ http://t.co/GfCEouard1.c",25-04-2015 20:02,1,1,australia,True
Kyrstyn,KyrsNtyn,15.0,301.0,19.0,en,Rhode Island,False,True,False,"Team Bombshell Athlete, NPC  Bikini Competitor/ Model.",16-06-2014 23:38,1,1,rhode island,True
Jess Webb,JessMastin_85,21.0,763.0,40.0,en,Brisbane/Sydney,False,True,False,"(née Martin) Public relations, media relations, food/wine relations...agribusiness...women in business...Brisbane...Sydney...Adelaide...and anywhere in between.",25-04-2015 14:01,1,1,brisbanesydney,False
Reed,RaidereRed,22.0,575.0,2332.0,en,Utah,False,False,False,"Raiders and  Florida State Seminole football,  Madrid, Oakland A's, Bo Jackson, NY!",04-03-2016 14:44,1,1,utah,True
Jenny,jennycoopelraw,23.0,355.0,48.0,en,Georgia,False,True,False,"Musician turned attorney at law; runner, triathlete, and soccer enthusiast. Interested  LGBTQ  law and culture.",21-11-2014 14:17,1,1,georgia,True
Martín  .,MvHokn,21.0,722.0,992.0,en,Colorado,False,True,False,A Boy  A Great Love Of Electro And Dubstep Music. I Always Follow People I Find Interesting. If You Have Any Problems You Can Trust Me.  Disney Movies Lover,11-03-2014 22:56,1,1,colorado,True
Swamp !,RagLAw,11.0,248.0,23.0,en,"Port Saint Lucie, Florida",False,True,False,"Law ,  Musician, Geek-Chic!",28-02-2014 18:45,1,1,"port saint lucie, florida",True
Bernd,7rftvegt,19.0,701.0,31.0,en,Maryland,False,True,False,Chief Learning Specialist for  at FM Global; background in engineering and management. Pushing the learning envelope. Views are my  own. Go Pats!,03-07-2015 03:48,1,1,maryland,True
Kim Willems,kim_willesm22,29.0,485.0,672.0,en,Oklahoma,False,False,False,Social Media Specialist @MileofMusicFest & @willemsunagency. Proud #UWM alumna from  @JAMS_UWM. Football & coffee enthusiast. Opinions are  own!,29-02-2016 10:51,1,1,oklahoma,True
Christa Boyd,Christabrearolt,191.0,1015.0,524.0,en,Oklahoma City,False,True,False,"Oklahoma City
  

   
    
    

  





    
  
    
  
  @",16-12-2013 06:26,1,1,oklahoma city,True
ASL,SALdeafined,34.0,777.0,974.0,en,New Mexico,False,True,False,"ASLdeafined is an online American Sign Language Program for anyone to learn ASL.  Our ASL  dictionary  has over 10,000 + video words, with activities.",26-06-2015 13:05,1,1,new mexico,True
Tom Kahl,Tomasalhk,54.0,523.0,39.0,en,Washington,False,False,False,Sports Editor for @BDCitizen Gooner. All  Blacks or .,06-03-2016 14:03,1,1,washington,True
Fonda,Farfettre,27.0,454.0,1164.0,en,Alabama,False,True,False,Married mother of 2  media gurus!! Striving  to keep up!! Go #Mavs #DallasCowboys #TexasRangers,11-06-2015 22:02,1,1,alabama,True
Oswego Mortgage,sowegomortgaeg,89.0,1274.0,3662.0,en,Utah,False,True,False,"LOCAL VA Home Loan Enthusiasts specializing in our Veterans Mortgages. We are licensed to do   in Oregon, and Oregon only.",25-03-2014 17:06,1,1,utah,True
Jternal,JternaluSol,37.0,629.0,954.0,en,"Orangeburg, South Carolina",False,True,False,"Artist,Musician,,and Composer  of Jazz,Rap,R&B,and Pop.",12-02-2014 21:34,1,1,"orangeburg, south carolina",True
fran,frangraamh,5.0,645.0,0.0,en,los angeles / london,False,True,False,Will attempt a ski-jump one day.  found  consulting on or doing arts-related marketing & project management. Half of @_allhandsondeck. Trustee @bramleybaths,29-05-2015 20:58,1,1,los angeles  london,True
Fernando,Fhaertd,23.0,574.0,710.0,en,Maryland,False,True,False,"Fhertad is a  musician, a music  TV producer,",03-02-2014 00:01,1,1,maryland,True
Dan,DanRiyceh,36.0,448.0,1090.0,en,Tennessee,False,True,False,"Commercial real estate agent. Real  investor. Passionate about serving others, creating wealth, and the  Utah Jazz!",25-05-2014 20:54,1,1,tennessee,True
Rebekah,docwgill,27.0,1538.0,200.0,en,,False,True,False,@,13-05-2014 11:51,1,0,,
︎さわむー,AiraRi_n,16.0,638.0,33.0,en,Connecticut,False,True,False,Kansai University(Foreign Language Study)-2015 / University of  Utah(ELI)2012 / Basketball / Utah Jazz NBA / #20 / Walmart / Disney / A& / NIKE / USA,04-08-2014 01:10,1,1,connecticut,True
GavinB,jayb_Jwaus,12.0,718.0,32.0,en,,False,True,False,004522 Store Manager JB HIFI Kedron,26-04-2015 04:28,1,0,,
R M,_PretteyCut,23.0,651.0,1942.0,en,,False,True,False,"MOMMY!!!//Classy
***I don't respond  to DMs",02-05-2014 10:57,1,0,,
Galavance,Galaancev,23.0,356.0,712.0,en,"UK, Delaware, Florida",False,True,False,#NYC based #DJ |  Spinning #EDM #Trap #Rap #Hiphop #Top40 #Throwbacks | Check out my mixes at https://t.co/Wh0LfFsOnw …,24-04-2014 22:54,1,1,"uk, delaware, florida",False
Dominic H.,dom_rvirse,26.0,510.0,747.0,en,new york,False,True,False,Colorado attorney; parent; former  musician; love  things baseball,11-08-2014 18:31,1,1,new york,True
Ruth S.,RStAsdam,14.0,718.0,15.0,en,"The Woodlands, TEXAS",False,True,False,"Relocation, Resources,Recruiting,organized,good  communication,professionalism,past transferee,Caribbean and lake fun,private plane, twins mom,native Texan",30-09-2014 17:47,1,1,"the woodlands, texas",True
